id,agent,start,end,direction,status,activity,comment
,imatsak,2025-10-17T05:00:00,2025-10-17T14:00:00,calls,work,,
,imatsak,2025-10-18T06:00:00,2025-10-18T15:00:00,calls,work,,
,imatsak,2025-10-22T11:00:00,2025-10-22T20:00:00,calls,work,,
,imatsak,2025-10-23T07:00:00,2025-10-23T16:00:00,calls,work,,
,imatsak,2025-10-25T06:00:00,2025-10-25T15:00:00,calls,work,,
,imatsak,2025-10-26T06:00:00,2025-10-26T15:00:00,calls,work,,
,imatsak,2025-10-28T14:00:00,2025-10-28T23:00:00,calls,work,,
,imatsak,2025-10-29T08:00:00,2025-10-29T15:00:00,calls,work,,
,imatsak,2025-10-30T12:00:00,2025-10-30T21:00:00,calls,work,,
,imatsak,2025-10-31T07:00:00,2025-10-31T16:00:00,calls,work,,
,dprilipko,2025-10-01T15:00:00,2025-10-02T00:00:00,calls,work,,
,dprilipko,2025-10-02T00:00:00,2025-10-03T00:00:00,calls,vacation,,
,dprilipko,2025-10-03T00:00:00,2025-10-04T00:00:00,calls,vacation,,
,dprilipko,2025-10-05T16:00:00,2025-10-06T01:00:00,calls,work,,
,dprilipko,2025-10-06T16:00:00,2025-10-07T01:00:00,calls,work,,
,dprilipko,2025-10-07T16:00:00,2025-10-08T01:00:00,calls,work,,
,dprilipko,2025-10-08T16:00:00,2025-10-09T01:00:00,calls,work,,
,dprilipko,2025-10-10T16:00:00,2025-10-11T01:00:00,calls,work,,
,dprilipko,2025-10-11T10:00:00,2025-10-11T15:00:00,calls,work,,
,dprilipko,2025-10-12T16:00:00,2025-10-13T01:00:00,calls,work,,
,dprilipko,2025-10-13T16:00:00,2025-10-14T01:00:00,calls,work,,
,dprilipko,2025-10-14T22:00:00,2025-10-15T07:00:00,calls,work,,
,dprilipko,2025-10-16T16:00:00,2025-10-17T01:00:00,calls,work,,
,dprilipko,2025-10-18T16:00:00,2025-10-19T01:00:00,calls,work,,
,dprilipko,2025-10-19T16:00:00,2025-10-20T01:00:00,calls,work,,
,dprilipko,2025-10-20T16:00:00,2025-10-21T01:00:00,calls,work,,
,dprilipko,2025-10-22T07:00:00,2025-10-22T16:00:00,calls,work,,
,dprilipko,2025-10-23T09:00:00,2025-10-23T18:00:00,calls,work,,
,dprilipko,2025-10-24T13:00:00,2025-10-24T22:00:00,calls,work,,
,dprilipko,2025-10-26T07:00:00,2025-10-26T16:00:00,calls,work,,
,dprilipko,2025-10-28T09:00:00,2025-10-28T18:00:00,calls,work,,
,dprilipko,2025-10-29T09:00:00,2025-10-29T18:00:00,calls,work,,
,dprilipko,2025-10-30T11:00:00,2025-10-30T20:00:00,calls,work,,
,dprilipko,2025-10-31T13:00:00,2025-10-31T22:00:00,calls,work,,
,vtimchenko,2025-10-02T14:00:00,2025-10-02T23:00:00,calls,work,,
,vtimchenko,2025-10-03T13:00:00,2025-10-03T22:00:00,calls,work,,
,vtimchenko,2025-10-04T15:00:00,2025-10-05T00:00:00,calls,work,,
,vtimchenko,2025-10-05T14:00:00,2025-10-05T23:00:00,calls,work,,
,vtimchenko,2025-10-07T12:00:00,2025-10-07T21:00:00,calls,work,,
,vtimchenko,2025-10-08T15:00:00,2025-10-09T00:00:00,calls,work,,
,vtimchenko,2025-10-09T11:00:00,2025-10-09T20:00:00,calls,work,,
,vtimchenko,2025-10-10T22:00:00,2025-10-11T07:00:00,calls,work,,
,vtimchenko,2025-10-12T15:00:00,2025-10-13T00:00:00,calls,work,,
,vtimchenko,2025-10-15T05:00:00,2025-10-15T14:00:00,calls,work,,
,vtimchenko,2025-10-16T07:00:00,2025-10-16T16:00:00,calls,work,,
,vtimchenko,2025-10-17T10:00:00,2025-10-17T19:00:00,calls,work,,
,vtimchenko,2025-10-18T06:00:00,2025-10-18T15:00:00,calls,work,,
,vtimchenko,2025-10-19T16:00:00,2025-10-20T01:00:00,calls,work,,
,vtimchenko,2025-10-21T12:00:00,2025-10-21T21:00:00,calls,work,,
,vtimchenko,2025-10-22T00:00:00,2025-10-23T00:00:00,calls,sick,,
,vtimchenko,2025-10-24T14:00:00,2025-10-24T23:00:00,calls,work,,
,vtimchenko,2025-10-25T16:00:00,2025-10-26T01:00:00,calls,work,,
,vtimchenko,2025-10-28T05:00:00,2025-10-28T14:00:00,calls,work,,
,vtimchenko,2025-10-29T06:00:00,2025-10-29T15:00:00,calls,work,,
,vtimchenko,2025-10-30T07:00:00,2025-10-30T16:00:00,calls,work,,
,vzavakevich,2025-10-01T06:00:00,2025-10-01T15:00:00,calls,work,,
,vzavakevich,2025-10-02T07:00:00,2025-10-02T16:00:00,calls,work,,
,vzavakevich,2025-10-03T05:00:00,2025-10-03T14:00:00,calls,work,,
,vzavakevich,2025-10-04T06:00:00,2025-10-04T15:00:00,calls,work,,
,vzavakevich,2025-10-06T15:00:00,2025-10-07T00:00:00,calls,work,,
,vzavakevich,2025-10-07T16:00:00,2025-10-08T01:00:00,calls,work,,
,vzavakevich,2025-10-09T07:00:00,2025-10-09T16:00:00,calls,work,,
,vzavakevich,2025-10-11T14:00:00,2025-10-11T23:00:00,calls,work,,
,vzavakevich,2025-10-12T16:00:00,2025-10-13T01:00:00,calls,work,,
,vzavakevich,2025-10-15T00:00:00,2025-10-16T00:00:00,calls,vacation,,
,vzavakevich,2025-10-16T00:00:00,2025-10-17T00:00:00,calls,vacation,,
,vzavakevich,2025-10-17T00:00:00,2025-10-18T00:00:00,calls,vacation,,
,vzavakevich,2025-10-18T00:00:00,2025-10-19T00:00:00,calls,vacation,,
,vzavakevich,2025-10-19T00:00:00,2025-10-20T00:00:00,calls,vacation,,
,vzavakevich,2025-10-20T00:00:00,2025-10-21T00:00:00,calls,vacation,,
,vzavakevich,2025-10-23T15:00:00,2025-10-24T00:00:00,calls,work,,
,vzavakevich,2025-10-24T15:00:00,2025-10-25T00:00:00,calls,work,,
,vzavakevich,2025-10-25T15:00:00,2025-10-26T00:00:00,calls,work,,
,vzavakevich,2025-10-26T13:00:00,2025-10-26T22:00:00,calls,work,,
,vzavakevich,2025-10-29T14:00:00,2025-10-29T23:00:00,calls,work,,
,vzavakevich,2025-10-30T15:00:00,2025-10-31T00:00:00,calls,work,,
,vzavakevich,2025-10-31T06:00:00,2025-10-31T13:00:00,calls,work,,
,ieremenkotsarenokoksana,2025-10-01T06:00:00,2025-10-01T15:00:00,calls,work,,
,ieremenkotsarenokoksana,2025-10-03T06:00:00,2025-10-03T15:00:00,calls,work,,
,ieremenkotsarenokoksana,2025-10-04T06:00:00,2025-10-04T15:00:00,calls,work,,
,ieremenkotsarenokoksana,2025-10-05T07:00:00,2025-10-05T16:00:00,calls,work,,
,ieremenkotsarenokoksana,2025-10-06T07:00:00,2025-10-06T16:00:00,calls,work,,
,ieremenkotsarenokoksana,2025-10-07T22:00:00,2025-10-08T07:00:00,calls,work,,
,ieremenkotsarenokoksana,2025-10-10T12:00:00,2025-10-10T21:00:00,calls,work,,
,ieremenkotsarenokoksana,2025-10-11T07:00:00,2025-10-11T16:00:00,calls,work,,
,ieremenkotsarenokoksana,2025-10-12T05:00:00,2025-10-12T14:00:00,calls,work,,
,ieremenkotsarenokoksana,2025-10-13T06:00:00,2025-10-13T15:00:00,calls,work,,
,ieremenkotsarenokoksana,2025-10-14T06:00:00,2025-10-14T15:00:00,calls,work,,
,ieremenkotsarenokoksana,2025-10-16T22:00:00,2025-10-17T07:00:00,calls,work,,
,ieremenkotsarenokoksana,2025-10-18T11:00:00,2025-10-18T20:00:00,calls,work,,
,ieremenkotsarenokoksana,2025-10-19T07:00:00,2025-10-19T16:00:00,calls,work,,
,ieremenkotsarenokoksana,2025-10-20T06:00:00,2025-10-20T15:00:00,calls,work,,
,ieremenkotsarenokoksana,2025-10-21T00:00:00,2025-10-22T00:00:00,calls,vacation,,
,ieremenkotsarenokoksana,2025-10-22T07:00:00,2025-10-22T16:00:00,calls,work,,
,ieremenkotsarenokoksana,2025-10-23T06:00:00,2025-10-23T15:00:00,calls,work,,
,ieremenkotsarenokoksana,2025-10-24T06:00:00,2025-10-24T15:00:00,calls,work,,
,ieremenkotsarenokoksana,2025-10-25T00:00:00,2025-10-26T00:00:00,calls,vacation,,
,ieremenkotsarenokoksana,2025-10-27T00:00:00,2025-10-28T00:00:00,calls,sick,,
,ieremenkotsarenokoksana,2025-10-28T00:00:00,2025-10-29T00:00:00,calls,sick,,
,ieremenkotsarenokoksana,2025-10-29T00:00:00,2025-10-30T00:00:00,calls,sick,,
,ieremenkotsarenokoksana,2025-10-31T15:00:00,2025-11-01T00:00:00,calls,work,,
,vshevchuk,2025-10-01T15:00:00,2025-10-01T22:00:00,calls,work,,
,vshevchuk,2025-10-02T15:00:00,2025-10-02T22:00:00,calls,work,,
,vshevchuk,2025-10-03T17:00:00,2025-10-04T00:00:00,calls,work,,
,vshevchuk,2025-10-04T23:00:00,2025-10-05T06:00:00,calls,work,,
,vshevchuk,2025-10-07T00:00:00,2025-10-08T00:00:00,calls,vacation,,
,vshevchuk,2025-10-08T00:00:00,2025-10-09T00:00:00,calls,vacation,,
,vshevchuk,2025-10-10T00:00:00,2025-10-11T00:00:00,calls,vacation,,
,vshevchuk,2025-10-11T00:00:00,2025-10-12T00:00:00,calls,vacation,,
,vshevchuk,2025-10-13T22:00:00,2025-10-14T07:00:00,calls,work,,
,vshevchuk,2025-10-14T22:00:00,2025-10-15T07:00:00,calls,work,,
,vshevchuk,2025-10-15T23:00:00,2025-10-16T06:00:00,calls,work,,
,vshevchuk,2025-10-18T15:00:00,2025-10-18T22:00:00,calls,work,,
,vshevchuk,2025-10-19T08:00:00,2025-10-19T15:00:00,calls,work,,
,vshevchuk,2025-10-21T17:00:00,2025-10-22T00:00:00,calls,work,,
,vshevchuk,2025-10-22T17:00:00,2025-10-23T00:00:00,calls,work,,
,vshevchuk,2025-10-23T17:00:00,2025-10-24T00:00:00,calls,work,,
,vshevchuk,2025-10-24T18:00:00,2025-10-25T01:00:00,calls,work,,
,vshevchuk,2025-10-25T22:00:00,2025-10-26T07:00:00,calls,work,,
,vshevchuk,2025-10-27T17:00:00,2025-10-28T00:00:00,calls,work,,
,vshevchuk,2025-10-28T17:00:00,2025-10-29T00:00:00,calls,work,,
,vshevchuk,2025-10-30T05:00:00,2025-10-30T12:00:00,calls,work,,
,vshevchuk,2025-10-31T22:00:00,2025-11-01T07:00:00,calls,work,,
,ipostolnik,2025-10-01T08:00:00,2025-10-01T15:00:00,calls,work,,
,ipostolnik,2025-10-02T08:00:00,2025-10-02T15:00:00,calls,work,,
,ipostolnik,2025-10-03T16:00:00,2025-10-03T23:00:00,calls,work,,
,ipostolnik,2025-10-04T23:00:00,2025-10-05T06:00:00,calls,work,,
,ipostolnik,2025-10-07T06:00:00,2025-10-07T13:00:00,calls,work,,
,ipostolnik,2025-10-08T08:00:00,2025-10-08T15:00:00,calls,work,,
,ipostolnik,2025-10-09T00:00:00,2025-10-10T00:00:00,calls,sick,,
,ipostolnik,2025-10-11T00:00:00,2025-10-12T00:00:00,calls,sick,,
,ipostolnik,2025-10-12T00:00:00,2025-10-13T00:00:00,calls,sick,,
,ipostolnik,2025-10-13T00:00:00,2025-10-14T00:00:00,calls,sick,,
,ipostolnik,2025-10-14T06:00:00,2025-10-14T13:00:00,calls,work,,
,ipostolnik,2025-10-16T08:00:00,2025-10-16T15:00:00,calls,work,,
,ipostolnik,2025-10-17T07:00:00,2025-10-17T14:00:00,calls,work,,
,ipostolnik,2025-10-19T08:00:00,2025-10-19T15:00:00,calls,work,,
,ipostolnik,2025-10-22T00:00:00,2025-10-23T00:00:00,calls,vacation,,
,ipostolnik,2025-10-23T00:00:00,2025-10-24T00:00:00,calls,vacation,,
,ipostolnik,2025-10-24T00:00:00,2025-10-25T00:00:00,calls,vacation,,
,ipostolnik,2025-10-26T00:00:00,2025-10-27T00:00:00,calls,vacation,,
,ipostolnik,2025-10-27T00:00:00,2025-10-28T00:00:00,calls,vacation,,
,ipostolnik,2025-10-28T07:00:00,2025-10-28T14:00:00,calls,work,,
,ipostolnik,2025-10-29T23:00:00,2025-10-30T06:00:00,calls,work,,
,ipostolnik,2025-10-31T18:00:00,2025-11-01T01:00:00,calls,work,,
,apustovit,2025-10-02T22:00:00,2025-10-03T07:00:00,calls,work,,
,apustovit,2025-10-04T15:00:00,2025-10-05T00:00:00,calls,work,,
,apustovit,2025-10-05T16:00:00,2025-10-06T01:00:00,calls,work,,
,apustovit,2025-10-07T16:00:00,2025-10-08T01:00:00,calls,work,,
,apustovit,2025-10-08T16:00:00,2025-10-09T01:00:00,calls,work,,
,apustovit,2025-10-09T15:00:00,2025-10-10T00:00:00,calls,work,,
,apustovit,2025-10-11T16:00:00,2025-10-12T01:00:00,calls,work,,
,apustovit,2025-10-12T12:00:00,2025-10-12T21:00:00,calls,work,,
,apustovit,2025-10-14T12:00:00,2025-10-14T21:00:00,calls,work,,
,apustovit,2025-10-15T22:00:00,2025-10-16T07:00:00,calls,work,,
,apustovit,2025-10-16T22:00:00,2025-10-17T07:00:00,calls,work,,
,apustovit,2025-10-17T22:00:00,2025-10-18T07:00:00,calls,work,,
,apustovit,2025-10-19T16:00:00,2025-10-20T01:00:00,calls,work,,
,apustovit,2025-10-20T09:00:00,2025-10-20T18:00:00,calls,work,,
,apustovit,2025-10-21T12:00:00,2025-10-21T21:00:00,calls,work,,
,apustovit,2025-10-22T22:00:00,2025-10-23T07:00:00,calls,work,,
,apustovit,2025-10-23T22:00:00,2025-10-24T07:00:00,calls,work,,
,apustovit,2025-10-24T00:00:00,2025-10-25T00:00:00,calls,sick,,
,apustovit,2025-10-27T00:00:00,2025-10-28T00:00:00,calls,sick,,
,apustovit,2025-10-28T22:00:00,2025-10-29T07:00:00,calls,work,,
,apustovit,2025-10-31T16:00:00,2025-11-01T01:00:00,calls,work,,
,vgrigorieva,2025-10-01T05:00:00,2025-10-01T14:00:00,calls,work,,
,vgrigorieva,2025-10-02T16:00:00,2025-10-03T01:00:00,calls,work,,
,vgrigorieva,2025-10-03T16:00:00,2025-10-04T01:00:00,calls,work,,
,vgrigorieva,2025-10-05T05:00:00,2025-10-05T14:00:00,calls,work,,
,vgrigorieva,2025-10-06T15:00:00,2025-10-07T00:00:00,calls,work,,
,vgrigorieva,2025-10-07T22:00:00,2025-10-08T07:00:00,calls,work,,
,vgrigorieva,2025-10-09T16:00:00,2025-10-10T01:00:00,calls,work,,
,vgrigorieva,2025-10-10T16:00:00,2025-10-11T01:00:00,calls,work,,
,vgrigorieva,2025-10-11T16:00:00,2025-10-12T01:00:00,calls,work,,
,vgrigorieva,2025-10-13T13:00:00,2025-10-13T22:00:00,calls,work,,
,vgrigorieva,2025-10-15T13:00:00,2025-10-15T22:00:00,calls,work,,
,vgrigorieva,2025-10-16T16:00:00,2025-10-17T01:00:00,calls,work,,
,vgrigorieva,2025-10-18T07:00:00,2025-10-18T16:00:00,calls,work,,
,vgrigorieva,2025-10-19T05:00:00,2025-10-19T14:00:00,calls,work,,
,vgrigorieva,2025-10-20T16:00:00,2025-10-21T01:00:00,calls,work,,
,vgrigorieva,2025-10-21T22:00:00,2025-10-22T07:00:00,calls,work,,
,vgrigorieva,2025-10-24T15:00:00,2025-10-25T00:00:00,calls,work,,
,vgrigorieva,2025-10-25T07:00:00,2025-10-25T16:00:00,calls,work,,
,vgrigorieva,2025-10-26T07:00:00,2025-10-26T16:00:00,calls,work,,
,vgrigorieva,2025-10-27T14:00:00,2025-10-27T23:00:00,calls,work,,
,vgrigorieva,2025-10-29T15:00:00,2025-10-30T00:00:00,calls,work,,
,vgrigorieva,2025-10-30T16:00:00,2025-10-31T01:00:00,calls,work,,
,avradii,2025-10-01T07:00:00,2025-10-01T16:00:00,calls,work,,
,avradii,2025-10-04T15:00:00,2025-10-05T00:00:00,calls,work,,
,avradii,2025-10-05T14:00:00,2025-10-05T23:00:00,calls,work,,
,avradii,2025-10-06T11:00:00,2025-10-06T20:00:00,calls,work,,
,izamash,2025-10-01T00:00:00,2025-10-02T00:00:00,calls,vacation,,
,izamash,2025-10-05T00:00:00,2025-10-06T00:00:00,calls,vacation,,
,izamash,2025-10-07T17:00:00,2025-10-08T00:00:00,calls,work,,
,izamash,2025-10-08T17:00:00,2025-10-09T00:00:00,calls,work,,
,izamash,2025-10-09T00:00:00,2025-10-10T00:00:00,calls,vacation,,
,izamash,2025-10-10T00:00:00,2025-10-11T00:00:00,calls,vacation,,
,izamash,2025-10-11T17:00:00,2025-10-12T00:00:00,calls,work,,
,izamash,2025-10-14T08:00:00,2025-10-14T15:00:00,calls,work,,
,izamash,2025-10-15T08:00:00,2025-10-15T15:00:00,calls,work,,
,izamash,2025-10-17T17:00:00,2025-10-18T00:00:00,calls,work,,
,izamash,2025-10-18T18:00:00,2025-10-19T01:00:00,calls,work,,
,izamash,2025-10-19T17:00:00,2025-10-20T00:00:00,calls,work,,
,izamash,2025-10-22T00:00:00,2025-10-23T00:00:00,calls,sick,,
,izamash,2025-10-23T00:00:00,2025-10-24T00:00:00,calls,sick,,
,izamash,2025-10-24T18:00:00,2025-10-25T01:00:00,calls,work,,
,izamash,2025-10-25T17:00:00,2025-10-26T00:00:00,calls,work,,
,izamash,2025-10-26T18:00:00,2025-10-27T01:00:00,calls,work,,
,izamash,2025-10-28T08:00:00,2025-10-28T15:00:00,calls,work,,
,izamash,2025-10-29T08:00:00,2025-10-29T15:00:00,calls,work,,
,izamash,2025-10-30T05:00:00,2025-10-30T12:00:00,calls,work,,
,izamash,2025-10-31T17:00:00,2025-11-01T00:00:00,calls,work,,
,dsirii,2025-10-03T05:00:00,2025-10-03T12:00:00,calls,work,,
,dsirii,2025-10-04T17:00:00,2025-10-05T00:00:00,calls,work,,
,dsirii,2025-10-05T18:00:00,2025-10-06T01:00:00,calls,work,,
,dsirii,2025-10-06T05:00:00,2025-10-06T12:00:00,calls,work,,
,dsirii,2025-10-07T08:00:00,2025-10-07T15:00:00,calls,work,,
,dsirii,2025-10-10T08:00:00,2025-10-10T15:00:00,calls,work,,
,dsirii,2025-10-11T17:00:00,2025-10-12T00:00:00,calls,work,,
,dsirii,2025-10-14T00:00:00,2025-10-15T00:00:00,calls,vacation,,
,dsirii,2025-10-15T11:00:00,2025-10-15T18:00:00,calls,work,,
,dsirii,2025-10-18T17:00:00,2025-10-19T00:00:00,calls,work,,
,dsirii,2025-10-19T05:00:00,2025-10-19T08:00:00,calls,work,,
,dsirii,2025-10-20T05:00:00,2025-10-20T12:00:00,calls,work,,
,dsirii,2025-10-21T17:00:00,2025-10-22T00:00:00,calls,work,,
,dsirii,2025-10-23T08:00:00,2025-10-23T15:00:00,calls,work,,
,dsirii,2025-10-24T17:00:00,2025-10-25T00:00:00,calls,work,,
,dsirii,2025-10-25T18:00:00,2025-10-26T01:00:00,calls,work,,
,dsirii,2025-10-29T08:00:00,2025-10-29T15:00:00,calls,work,,
,dsirii,2025-10-30T08:00:00,2025-10-30T15:00:00,calls,work,,
,dsirii,2025-10-31T00:00:00,2025-11-01T00:00:00,calls,vacation,,
,kshilo,2025-10-02T18:00:00,2025-10-03T01:00:00,calls,work,,
,kshilo,2025-10-03T17:00:00,2025-10-04T00:00:00,calls,work,,
,kshilo,2025-10-04T00:00:00,2025-10-05T00:00:00,calls,vacation,,
,kshilo,2025-10-05T00:00:00,2025-10-06T00:00:00,calls,vacation,,
,kshilo,2025-10-06T00:00:00,2025-10-07T00:00:00,calls,vacation,,
,kshilo,2025-10-07T00:00:00,2025-10-08T00:00:00,calls,vacation,,
,kshilo,2025-10-09T00:00:00,2025-10-10T00:00:00,calls,vacation,,
,kshilo,2025-10-10T00:00:00,2025-10-11T00:00:00,calls,vacation,,
,kshilo,2025-10-11T00:00:00,2025-10-12T00:00:00,calls,vacation,,
,kshilo,2025-10-12T00:00:00,2025-10-13T00:00:00,calls,vacation,,
,kshilo,2025-10-13T00:00:00,2025-10-14T00:00:00,calls,vacation,,
,kshilo,2025-10-15T17:00:00,2025-10-16T00:00:00,calls,work,,
,kshilo,2025-10-16T18:00:00,2025-10-17T01:00:00,calls,work,,
,kshilo,2025-10-17T08:00:00,2025-10-17T11:00:00,calls,work,,
,kshilo,2025-10-18T07:00:00,2025-10-18T14:00:00,calls,work,,
,kshilo,2025-10-20T05:00:00,2025-10-20T12:00:00,calls,work,,
,kshilo,2025-10-21T05:00:00,2025-10-21T12:00:00,calls,work,,
,kshilo,2025-10-22T08:00:00,2025-10-22T15:00:00,calls,work,,
,kshilo,2025-10-24T08:00:00,2025-10-24T12:00:00,calls,work,,
,kshilo,2025-10-25T08:00:00,2025-10-25T15:00:00,calls,work,,
,kshilo,2025-10-27T18:00:00,2025-10-28T01:00:00,calls,work,,
,kshilo,2025-10-28T18:00:00,2025-10-29T01:00:00,calls,work,,
,kshilo,2025-10-30T05:00:00,2025-10-30T12:00:00,calls,work,,
,kshilo,2025-10-31T00:00:00,2025-11-01T00:00:00,calls,vacation,,
,oshevnia,2025-10-01T15:00:00,2025-10-02T00:00:00,calls,work,,
,oshevnia,2025-10-03T15:00:00,2025-10-04T00:00:00,calls,work,,
,oshevnia,2025-10-04T15:00:00,2025-10-05T00:00:00,calls,work,,
,oshevnia,2025-10-05T15:00:00,2025-10-06T00:00:00,calls,work,,
,agavriliuk,2025-10-01T07:00:00,2025-10-01T16:00:00,calls,work,,
,agavriliuk,2025-10-02T15:00:00,2025-10-03T00:00:00,calls,work,,
,agavriliuk,2025-10-03T16:00:00,2025-10-04T01:00:00,calls,work,,
,agavriliuk,2025-10-04T15:00:00,2025-10-05T00:00:00,calls,work,,
,agavriliuk,2025-10-06T00:00:00,2025-10-07T00:00:00,calls,vacation,,
,agavriliuk,2025-10-07T06:00:00,2025-10-07T15:00:00,calls,work,,
,agavriliuk,2025-10-08T07:00:00,2025-10-08T16:00:00,calls,work,,
,agavriliuk,2025-10-09T16:00:00,2025-10-10T01:00:00,calls,work,,
,agavriliuk,2025-10-12T00:00:00,2025-10-13T00:00:00,calls,sick,,
,agavriliuk,2025-10-13T00:00:00,2025-10-14T00:00:00,calls,sick,,
,agavriliuk,2025-10-14T00:00:00,2025-10-15T00:00:00,calls,sick,,
,agavriliuk,2025-10-16T00:00:00,2025-10-17T00:00:00,calls,sick,,
,agavriliuk,2025-10-17T07:00:00,2025-10-17T16:00:00,calls,work,,
,agavriliuk,2025-10-18T16:00:00,2025-10-19T01:00:00,calls,work,,
,agavriliuk,2025-10-20T07:00:00,2025-10-20T16:00:00,calls,work,,
,agavriliuk,2025-10-21T05:00:00,2025-10-21T14:00:00,calls,work,,
,agavriliuk,2025-10-23T07:00:00,2025-10-23T16:00:00,calls,work,,
,agavriliuk,2025-10-24T14:00:00,2025-10-24T23:00:00,calls,work,,
,agavriliuk,2025-10-26T14:00:00,2025-10-26T23:00:00,calls,work,,
,agavriliuk,2025-10-27T07:00:00,2025-10-27T16:00:00,calls,work,,
,agavriliuk,2025-10-28T15:00:00,2025-10-29T00:00:00,calls,work,,
,agavriliuk,2025-10-29T17:00:00,2025-10-30T00:00:00,calls,work,,
,agavriliuk,2025-10-31T00:00:00,2025-11-01T00:00:00,calls,vacation,,
,vserdiuk,2025-10-02T05:00:00,2025-10-02T12:00:00,calls,work,,
,vserdiuk,2025-10-03T08:00:00,2025-10-03T15:00:00,calls,work,,
,vserdiuk,2025-10-04T17:00:00,2025-10-05T00:00:00,calls,work,,
,vserdiuk,2025-10-05T18:00:00,2025-10-06T01:00:00,calls,work,,
,vserdiuk,2025-10-06T17:00:00,2025-10-07T00:00:00,calls,work,,
,vserdiuk,2025-10-08T08:00:00,2025-10-08T15:00:00,calls,work,,
,vserdiuk,2025-10-09T08:00:00,2025-10-09T15:00:00,calls,work,,
,vserdiuk,2025-10-10T08:00:00,2025-10-10T15:00:00,calls,work,,
,vserdiuk,2025-10-11T17:00:00,2025-10-12T00:00:00,calls,work,,
,vserdiuk,2025-10-13T17:00:00,2025-10-14T00:00:00,calls,work,,
,vserdiuk,2025-10-14T17:00:00,2025-10-15T00:00:00,calls,work,,
,vserdiuk,2025-10-16T05:00:00,2025-10-16T12:00:00,calls,work,,
,vserdiuk,2025-10-17T07:00:00,2025-10-17T14:00:00,calls,work,,
,vserdiuk,2025-10-18T17:00:00,2025-10-19T00:00:00,calls,work,,
,vserdiuk,2025-10-20T17:00:00,2025-10-21T00:00:00,calls,work,,
,vserdiuk,2025-10-21T12:00:00,2025-10-21T19:00:00,calls,work,,
,vserdiuk,2025-10-22T08:00:00,2025-10-22T15:00:00,calls,work,,
,vserdiuk,2025-10-25T17:00:00,2025-10-26T00:00:00,calls,work,,
,vserdiuk,2025-10-26T17:00:00,2025-10-27T00:00:00,calls,work,,
,vserdiuk,2025-10-27T17:00:00,2025-10-28T00:00:00,calls,work,,
,vserdiuk,2025-10-28T17:00:00,2025-10-29T00:00:00,calls,work,,
,vserdiuk,2025-10-31T17:00:00,2025-11-01T00:00:00,calls,work,,
,vshkumat,2025-10-01T06:00:00,2025-10-01T15:00:00,calls,work,,
,vshkumat,2025-10-02T07:00:00,2025-10-02T16:00:00,calls,work,,
,vshkumat,2025-10-04T06:00:00,2025-10-04T15:00:00,calls,work,,
,vshkumat,2025-10-05T14:00:00,2025-10-05T23:00:00,calls,work,,
,vshkumat,2025-10-06T15:00:00,2025-10-07T00:00:00,calls,work,,
,vshkumat,2025-10-10T07:00:00,2025-10-10T16:00:00,calls,work,,
,vshkumat,2025-10-11T05:00:00,2025-10-11T14:00:00,calls,work,,
,vshkumat,2025-10-13T14:00:00,2025-10-13T23:00:00,calls,work,,
,vshkumat,2025-10-14T08:00:00,2025-10-14T20:00:00,calls,work,,
,vshkumat,2025-10-17T08:00:00,2025-10-17T17:00:00,calls,work,,
,vshkumat,2025-10-18T05:00:00,2025-10-18T14:00:00,calls,work,,
,vshkumat,2025-10-19T15:00:00,2025-10-20T00:00:00,calls,work,,
,vshkumat,2025-10-21T07:00:00,2025-10-21T16:00:00,calls,work,,
,vshkumat,2025-10-23T07:00:00,2025-10-23T16:00:00,calls,work,,
,vshkumat,2025-10-24T05:00:00,2025-10-24T14:00:00,calls,work,,
,vshkumat,2025-10-25T05:00:00,2025-10-25T14:00:00,calls,work,,
,vshkumat,2025-10-26T06:00:00,2025-10-26T15:00:00,calls,work,,
,vshkumat,2025-10-27T16:00:00,2025-10-28T01:00:00,calls,work,,
,vshkumat,2025-10-30T07:00:00,2025-10-30T16:00:00,calls,work,,
,vshkumat,2025-10-31T06:00:00,2025-10-31T15:00:00,calls,work,,
,odudka,2025-10-01T16:00:00,2025-10-02T01:00:00,calls,work,,
,odudka,2025-10-03T16:00:00,2025-10-04T01:00:00,calls,work,,
,odudka,2025-10-07T16:00:00,2025-10-08T01:00:00,calls,work,,
,odudka,2025-10-09T05:00:00,2025-10-09T14:00:00,calls,work,,
,odudka,2025-10-11T16:00:00,2025-10-12T01:00:00,calls,work,,
,odudka,2025-10-12T15:00:00,2025-10-13T00:00:00,calls,work,,
,odudka,2025-10-14T14:00:00,2025-10-14T23:00:00,calls,work,,
,odudka,2025-10-15T16:00:00,2025-10-16T01:00:00,calls,work,,
,odudka,2025-10-16T16:00:00,2025-10-17T01:00:00,calls,work,,
,odudka,2025-10-17T16:00:00,2025-10-18T01:00:00,calls,work,,
,odudka,2025-10-20T00:00:00,2025-10-21T00:00:00,calls,sick,,
,odudka,2025-10-21T00:00:00,2025-10-22T00:00:00,calls,sick,,
,odudka,2025-10-22T00:00:00,2025-10-23T00:00:00,calls,sick,,
,odudka,2025-10-23T00:00:00,2025-10-24T00:00:00,calls,sick,,
,odudka,2025-10-24T00:00:00,2025-10-25T00:00:00,calls,sick,,
,odudka,2025-10-26T00:00:00,2025-10-27T00:00:00,calls,sick,,
